graph_file,num_nodes,num_edges
60191277.graph,30,33
54661042.graph,35,39
54671554.graph,22,24
91846648.graph,34,36
124202350.graph,13,12
25203640.graph,10,9
138756195.graph,28,30
39859.graph,39,38
5282287.graph,55,55
25240357.graph,59,58
4478250.graph,10,9
5320945.graph,24,26
90620.graph,16,17
44619215.graph,40,42
5236877.graph,18,20
6217510.graph,28,30
91849833.graph,73,78
54649946.graph,29,32
91846299.graph,96,102
135431997.graph,27,31
54618272.graph,36,39
54632492.graph,33,35
6857499.graph,17,20
102515345.graph,32,35
122198208.graph,42,41
73707372.graph,27,30
44502777.graph,45,48
2557.graph,17,18
44507111.graph,48,51
5804.graph,22,23
645213.graph,21,23
5280520.graph,20,22
5354678.graph,18,18
7005101.graph,20,20
44631783.graph,26,29
23623724.graph,20,20
91859566.graph,142,152
54649105.graph,33,34
761840.graph,19,21
145944450.graph,22,25
636750.graph,15,15
440697.graph,25,28
60189364.graph,20,22
44490830.graph,42,45
74603325.graph,17,17
10284088.graph,54,57
54638730.graph,23,24
71299550.graph,26,27
54649628.graph,34,36
24796777.graph,17,16
44495615.graph,45,49
122097.graph,66,73
67278.graph,14,16
667427.graph,15,15
14855.graph,9,9
21109.graph,19,20
13506.graph,35,38
5282938.graph,23,22
2737298.graph,12,12
86289537.graph,55,57
442130.graph,29,32
53479067.graph,56,55
1175547.graph,29,31
11954131.graph,19,21
697693.graph,24,27
126843501.graph,14,14
146672333.graph,158,170
919597.graph,20,22
39737.graph,9,9
17757275.graph,26,29
72551498.graph,86,88
1963766.graph,28,30
176157.graph,26,28
5846538.graph,41,45
54615011.graph,42,44
5310583.graph,32,36
445420.graph,29,31
54646010.graph,29,32
442973.graph,30,34
132146770.graph,18,19
242864.graph,25,28
135563789.graph,29,30
44490875.graph,33,35
54646484.graph,37,41
88712001.graph,11,10
60189321.graph,22,25
44487030.graph,46,49
307957.graph,15,16
559.graph,9,8
11635.graph,18,17
6999973.graph,30,32
145944415.graph,14,15
3036505.graph,27,29
57401571.graph,33,35
47811.graph,22,25
49871818.graph,31,34
13543.graph,7,6
7459.graph,10,10
56599669.graph,36,38
838258.graph,17,19
132282065.graph,19,19
54638775.graph,27,28
44485346.graph,35,38
54641194.graph,28,30
54651482.graph,27,30
44487873.graph,43,47
176951.graph,8,8
13192.graph,12,11
6015853.graph,17,18
71311837.graph,18,19
5280699.graph,26,28
10342967.graph,31,34
107849.graph,25,29
44485797.graph,47,50
442175.graph,20,24
11681588.graph,25,28
54651053.graph,26,29
86289572.graph,29,28
44488608.graph,24,25
91846963.graph,108,116
1172851.graph,33,35
5460069.graph,11,10
11954174.graph,22,25
91825658.graph,19,15
54618988.graph,37,40
146672376.graph,61,64
54615054.graph,42,45
91800251.graph,22,23
871711.graph,18,19
442936.graph,17,19
440203.graph,17,17
44492791.graph,40,42
91853250.graph,131,140
54646055.graph,33,36
24779279.graph,49,48
20575909.graph,8,8
91855705.graph,34,36
54640500.graph,33,36
53478067.graph,44,43
443130.graph,20,20
91845213.graph,70,75
446756.graph,24,24
54650016.graph,21,23
54647853.graph,29,32
71298181.graph,37,39
91847926.graph,53,54
46906073.graph,112,113
54631418.graph,33,35
54614852.graph,45,47
23669636.graph,14,14
16667386.graph,12,13
54657506.graph,33,37
441246.graph,12,12
91847165.graph,153,164
71297368.graph,61,65
69440.graph,20,22
135483919.graph,68,70
664380.graph,34,38
9845085.graph,27,29
45479347.graph,64,64
54640992.graph,30,32
441697.graph,22,24
16019966.graph,59,61
182585.graph,28,31
25015075.graph,27,28
53239754.graph,39,40
71759534.graph,39,44
146170860.graph,118,126
18189.graph,10,9
121232708.graph,194,207
9548694.graph,1,0
71579294.graph,33,36
15953793.graph,52,59
3000729.graph,12,13
137553803.graph,23,26
70697808.graph,100,110
134160348.graph,57,57
101062653.graph,34,38
54586126.graph,82,90
54639730.graph,33,35
3241487.graph,30,34
54657994.graph,33,36
545551.graph,15,14
54647816.graph,25,27
60187519.graph,36,41
54640545.graph,27,29
91855740.graph,70,75
54650053.graph,24,26
443175.graph,13,12
91862529.graph,118,126
46906036.graph,22,24
5461069.graph,20,19
54614817.graph,44,46
135438594.graph,25,26
54619988.graph,39,42
70678545.graph,62,66
2816622.graph,27,30
6088.graph,13,14
5281699.graph,23,25
15560563.graph,24,27
3134396.graph,26,27
52950916.graph,32,36
3037997.graph,27,30
160957.graph,1,0
1598.graph,17,18
2811332.graph,17,18
1193361.graph,29,31
9261.graph,6,6
15432456.graph,43,43
6950304.graph,8,8
24971224.graph,33,33
134716657.graph,24,28
16132265.graph,322,333
10655819.graph,15,16
54657543.graph,35,38
441203.graph,3,2
53356413.graph,53,59
443936.graph,36,39
3243365.graph,13,14
10635.graph,21,24
6603907.graph,14,15
59472121.graph,33,36
101988.graph,19,22
24747338.graph,24,26
71728469.graph,57,59
11687449.graph,19,22
44486030.graph,41,43
91852681.graph,166,178
54647484.graph,35,39
185893.graph,33,32
53239711.graph,38,40
54639775.graph,28,29
91848718.graph,242,257
44484346.graph,41,44
54640194.graph,25,26
24755558.graph,78,84
137553846.graph,30,32
663204.graph,30,33
54647228.graph,33,37
10068142.graph,25,27
7057887.graph,14,15
91845868.graph,100,107
131708308.graph,275,290
54633556.graph,37,40
70789069.graph,53,52
4183.graph,17,17
49792062.graph,25,25
12051137.graph,36,40
2249229.graph,15,15
25200860.graph,16,16
3493.graph,32,35
5709518.graph,11,11
46173712.graph,47,50
23834901.graph,40,44
23748755.graph,52,59
222285.graph,8,7
20057356.graph,53,53
10386423.graph,29,32
54634046.graph,36,39
54631620.graph,28,29
1584915.graph,21,22
5319801.graph,20,22
2882052.graph,19,22
56927800.graph,49,51
91862754.graph,34,36
54640738.graph,26,27
121225536.graph,35,36
16682839.graph,17,17
3042.graph,22,23
30627.graph,23,23
6624.graph,17,18
49831447.graph,50,54
5284653.graph,22,25
5281035.graph,29,32
25195404.graph,44,49
23724615.graph,66,68
86290131.graph,23,22
91848565.graph,117,125
54658106.graph,33,36
91862385.graph,34,36
70680275.graph,57,59
54639508.graph,31,33
54633187.graph,35,37
54619767.graph,34,36
6424189.graph,23,24
53262294.graph,34,37
6439500.graph,28,31
5319493.graph,21,22
71581130.graph,85,87
71297581.graph,115,123
23612548.graph,30,34
54652589.graph,27,31
449356.graph,16,17
637568.graph,10,9
2225369.graph,25,28
10448.graph,6,5
4552.graph,25,27
35802.graph,23,25
5283343.graph,10,9
5293655.graph,43,47
9555025.graph,22,23
10369168.graph,36,35
5281876.graph,51,58
52923103.graph,54,53
1434023.graph,33,37
10221550.graph,26,27
6416112.graph,13,13
54645958.graph,30,33
60185457.graph,27,31
10014180.graph,17,18
53322155.graph,25,27
54633513.graph,36,38
185639.graph,35,34
135691088.graph,25,27
54631665.graph,34,35
54634003.graph,36,38
4155588.graph,24,26
85032906.graph,31,34
91862711.graph,89,94
44489430.graph,33,35
3382936.graph,33,36
135398609.graph,30,31
44506090.graph,38,41
644392.graph,27,29
23920343.graph,29,32
84843.graph,17,18
86290174.graph,62,62
91848520.graph,128,137
4595009.graph,36,39
54633981.graph,27,28
3007.graph,10,10
5281070.graph,27,27
5284616.graph,65,68
9684091.graph,32,34
53480757.graph,55,54
2834991.graph,20,23
1221201.graph,29,33
5281833.graph,45,51
132274128.graph,154,165
54619722.graph,34,37
135548351.graph,54,59
5938151.graph,22,24
56834383.graph,24,25
53359850.graph,52,54
60185086.graph,27,30
71581175.graph,62,64
1487780.graph,16,18
54654099.graph,37,40
60184880.graph,31,35
54666496.graph,33,36
54649410.graph,40,44
91849565.graph,142,152
71768075.graph,23,25
16654923.graph,14,13
901191.graph,17,19
132282218.graph,30,30
54638508.graph,28,30
12546498.graph,20,21
7624.graph,37,36
72193814.graph,70,72
71464511.graph,34,33
124202294.graph,23,26
16188042.graph,23,25
5702546.graph,46,52
2801.graph,22,24
2832487.graph,37,41
44505772.graph,37,40
44500114.graph,33,35
5280876.graph,24,23
5282343.graph,58,60
54618767.graph,30,32
724.graph,11,10
54632187.graph,37,40
92800.graph,24,23
44581669.graph,39,44
44485978.graph,39,42
54661186.graph,33,37
91859830.graph,102,108
4242130.graph,10,9
151410.graph,21,21
5702197.graph,12,12
137333724.graph,34,33
52922146.graph,50,49
2310793.graph,19,21
25245024.graph,16,15
120508.graph,27,30
135883109.graph,32,34
25201860.graph,12,12
5318042.graph,7,6
3242118.graph,20,22
91866971.graph,55,54
54646228.graph,35,39
71296150.graph,27,30
54649882.graph,30,32
5477212.graph,46,45
5462162.graph,12,11
54632556.graph,34,36
23665591.graph,14,15
844473.graph,22,23
44623864.graph,29,30
54654448.graph,34,37
44488475.graph,41,44
67491.graph,10,11
105101.graph,17,18
131801261.graph,14,13
52922905.graph,54,53
645743.graph,26,28
4369270.graph,27,31
2936390.graph,22,24
71464554.graph,28,27
72375.graph,52,57
54649455.graph,45,49
44495468.graph,40,42
5460680.graph,10,10
189377.graph,13,14
10030158.graph,39,40
3815403.graph,22,24
3234184.graph,25,28
54632981.graph,35,37
54618722.graph,36,38
56835383.graph,35,38
91859875.graph,104,111
65373.graph,26,27
24779490.graph,31,30
5517.graph,29,32
44505737.graph,34,36
9874913.graph,35,38
5280833.graph,48,48
91853068.graph,61,65
91846318.graph,95,102
54632513.graph,35,36
6857518.graph,29,34
5497124.graph,23,24
2832013.graph,23,26
44500580.graph,43,47
137333761.graph,19,18
77981.graph,13,13
28305641.graph,11,10
23863760.graph,45,50
58144.graph,21,25
131801224.graph,61,61
11993740.graph,27,30
5460251.graph,108,115
54630665.graph,37,40
440878.graph,9,8
54649084.graph,30,31
1002206.graph,31,34
11511120.graph,33,36
54659592.graph,37,41
176407.graph,25,28
171954.graph,34,34
102571781.graph,26,25
881461.graph,19,19
86289824.graph,30,30
54646540.graph,32,36
193112.graph,28,27
50909878.graph,46,48
11953932.graph,29,30
517045.graph,4,3
146672663.graph,122,131
7172291.graph,9,9
44616650.graph,42,44
60191849.graph,32,35
91851433.graph,106,113
54641050.graph,32,35
54654320.graph,35,38
442460.graph,14,15
3245360.graph,27,29
91856960.graph,71,76
68953.graph,18,20
40486.graph,38,42
7207114.graph,23,25
708275.graph,21,23
92136175.graph,48,56
70679050.graph,17,16
44495345.graph,36,39
54651197.graph,29,31
54649378.graph,40,44
44497870.graph,45,49
136238698.graph,22,24
76956501.graph,21,22
126843480.graph,40,44
54638260.graph,34,37
16630.graph,12,13
44505859.graph,37,40
1304852.graph,27,28
72551519.graph,76,78
498034.graph,7,6
3034366.graph,12,11
9871858.graph,38,42
4609868.graph,10,9
42642845.graph,37,39
44492655.graph,36,38
54646191.graph,39,43
54646505.graph,37,40
86289861.graph,39,38
124202168.graph,44,48
78443.graph,23,25
636694.graph,32,37
4906885.graph,34,38
65889.graph,31,35
92136130.graph,9,8
174734.graph,46,51
70679015.graph,18,20
12135546.graph,28,30
2901240.graph,23,24
11953977.graph,41,45
517000.graph,27,28
146672626.graph,197,211
91828297.graph,87,87
5433538.graph,33,35
91849699.graph,118,127
91856925.graph,51,54
44488358.graph,40,42
54641015.graph,25,25
91854210.graph,201,215
54654365.graph,42,47
442425.graph,28,30
7109.graph,14,16
5280718.graph,11,11
56665038.graph,42,45
55362.graph,27,26
91849248.graph,148,158
44497835.graph,44,47
46878372.graph,45,49
44490566.graph,39,41
135528874.graph,30,30
54638225.graph,32,34
25105142.graph,55,56
132282535.graph,25,24
54618809.graph,33,35
853789.graph,18,19
12310812.graph,16,17
44497076.graph,42,45
44492610.graph,40,42
60189671.graph,34,38
123131565.graph,14,13
1202470.graph,17,18
21145040.graph,21,20
2088506.graph,31,34
6610274.graph,30,29
44504859.graph,43,46
1201743.graph,26,27
17630.graph,18,18
723044.graph,19,22
44617281.graph,46,48
5316112.graph,12,12
6436081.graph,19,18
44496870.graph,39,41
122391243.graph,31,35
71298000.graph,173,186
135449548.graph,15,15
4053250.graph,23,25
54640481.graph,30,32
54650197.graph,28,30
54639260.graph,33,36
54631599.graph,32,33
5352115.graph,25,26
3185256.graph,28,30
6419844.graph,24,27
12306012.graph,12,12
54657487.graph,30,33
54665088.graph,30,34
54647191.graph,38,42
15546.graph,15,16
10320.graph,18,19
135644118.graph,25,27
45142499.graph,16,16
14167645.graph,15,16
6431140.graph,15,15
91847435.graph,179,191
441716.graph,26,31
54652630.graph,33,37
54647540.graph,36,39
71297638.graph,108,116
54640813.graph,19,20
1730593.graph,20,21
1163011.graph,35,40
54613812.graph,29,31
70678813.graph,28,28
148197.graph,49,52
23427221.graph,47,50
9548715.graph,30,34
69110.graph,10,10
2951172.graph,24,26
3734300.graph,22,24
14392758.graph,25,25
729859.graph,23,24
6883059.graph,25,28
53761323.graph,14,14
70697989.graph,18,20
46903345.graph,35,40
70698323.graph,67,71
9600276.graph,29,32
138453936.graph,51,50
54657815.graph,25,27
348458.graph,11,10
91850433.graph,104,111
54640050.graph,28,29
91855255.graph,207,220
91845743.graph,34,36
44484616.graph,42,46
44491566.graph,34,36
54647997.graph,39,43
11213558.graph,34,37
44489789.graph,31,33
71298045.graph,234,253
54619809.graph,35,37
54596125.graph,29,32
54614996.graph,44,46
54639225.graph,34,36
5281718.graph,28,30
9547168.graph,48,47
54214199.graph,26,27
49842947.graph,47,49
57402357.graph,41,44
118987331.graph,20,21
49852412.graph,14,13
30949.graph,23,24
10365.graph,12,12
3083637.graph,32,36
5311447.graph,31,33
9731.graph,8,8
70678856.graph,75,83
44202529.graph,47,51
9548750.graph,13,15
57402786.graph,47,51
69155.graph,10,11
25202478.graph,21,23
54640856.graph,31,33
54652675.graph,24,27
91847470.graph,37,39
54647505.graph,27,29
91857166.graph,82,88
78568050.graph,16,16
70698366.graph,27,29
91855210.graph,62,66
54640015.graph,30,32
91862079.graph,98,105
54657850.graph,40,44
9801597.graph,28,29
17756760.graph,10,10
38222.graph,21,21
56600681.graph,30,34
118753228.graph,33,37
25271616.graph,48,51
12134546.graph,58,60
5283042.graph,24,24
92042787.graph,21,21
646771.graph,24,27
17581348.graph,35,40
44491909.graph,35,37
45266841.graph,34,36
54652688.graph,21,23
71581231.graph,86,88
54619466.graph,29,31
146170959.graph,132,141
54633286.graph,38,41
42607468.graph,31,30
134160271.graph,54,55
23674757.graph,12,12
54639609.graph,30,33
70697931.graph,27,30
91862084.graph,101,108
91848664.graph,46,48
91858372.graph,23,24
119258.graph,32,35
44258.graph,26,27
5284552.graph,74,79
3343.graph,22,23
44506705.graph,47,51
654111.graph,25,27
54640439.graph,36,39
443009.graph,11,13
86583436.graph,68,70
54634347.graph,29,30
50908452.graph,24,25
54631521.graph,34,36
3235611.graph,24,26
5461115.graph,3,2
49831397.graph,25,28
3641960.graph,12,12
3792.graph,26,27
653893.graph,33,36
44195285.graph,37,41
638051.graph,7,8
26183499.graph,21,25
4780123.graph,23,25
11655698.graph,33,32
5283493.graph,52,51
49787013.graph,44,47
6992012.graph,15,14
52923247.graph,58,57
119058182.graph,25,24
54626527.graph,38,40
54633657.graph,37,39
117064919.graph,30,29
126456523.graph,38,37
91850819.graph,70,75
54665030.graph,33,37
135956150.graph,33,36
54660656.graph,26,29
54647129.graph,33,36
146018708.graph,43,46
101712280.graph,17,19
45266804.graph,45,47
4673190.graph,30,32
54619423.graph,43,47
71759448.graph,33,37
5283007.graph,22,22
10349800.graph,44,49
1070.graph,21,21
4269045.graph,23,24
4616.graph,20,22
121232674.graph,30,29
1472482.graph,27,30
713311.graph,23,25
139072.graph,21,22
53480456.graph,43,46
49867164.graph,9,9
59694.graph,18,19
5284517.graph,28,29
6710729.graph,28,31
1833.graph,14,15
6560.graph,5,4
3306.graph,13,13
70697974.graph,59,68
23724551.graph,52,52
25195391.graph,37,38
135398508.graph,20,22
53480087.graph,63,63
99647615.graph,53,52
638014.graph,14,14
71448937.graph,81,89
54658693.graph,42,47
86583473.graph,39,43
91862410.graph,48,50
44620015.graph,46,49
54631564.graph,39,42
54634302.graph,33,34
54624614.graph,30,32
5461150.graph,11,11
5459993.graph,11,10
54633612.graph,34,36
689010.graph,17,19
54665075.graph,27,31
7058169.graph,20,21
25202011.graph,22,23
56649370.graph,55,62
14756407.graph,16,15
53382703.graph,36,38
25201322.graph,23,23
107935.graph,29,33
54664873.graph,31,34
442009.graph,24,27
131750487.graph,61,61
1291590.graph,26,28
54637872.graph,38,41
91825724.graph,37,39
54620037.graph,38,41
11954008.graph,40,43
6971017.graph,7,6
54632657.graph,38,40
40568250.graph,28,30
5460956.graph,13,14
54646129.graph,34,38
71627219.graph,78,80
56835416.graph,40,43
6928499.graph,15,15
5282493.graph,34,37
72193787.graph,71,73
11131804.graph,25,29
4965392.graph,25,26
44490909.graph,43,44
879545.graph,15,16
54632286.graph,33,35
25137922.graph,15,18
54618466.graph,42,46
688484.graph,17,17
5282042.graph,59,62
2796262.graph,20,22
4442363.graph,26,28
44505473.graph,37,40
124202195.graph,25,27
65037.graph,21,20
60651.graph,26,29
71464610.graph,31,30
5282801.graph,20,19
645407.graph,27,31
16259.graph,10,10
2343.graph,26,28
54638609.graph,32,35
135903090.graph,49,53
7000173.graph,6,5
91820593.graph,13,14
132282119.graph,19,19
91859372.graph,33,35
54649711.graph,31,33
54654398.graph,37,41
1294727.graph,25,27
91854679.graph,106,114
54664836.graph,26,29
54649385.graph,40,43
2886570.graph,20,21
16061269.graph,45,44
54620072.graph,30,31
54637837.graph,44,48
16069590.graph,28,31
52925712.graph,56,55
25201367.graph,36,38
107970.graph,22,22
14282756.graph,53,59
652095.graph,25,27
6857619.graph,3,2
54632612.graph,34,35
60191426.graph,24,27
71296214.graph,36,35
2102778.graph,30,32
56835453.graph,43,47
9551507.graph,26,29
5282007.graph,40,43
9556854.graph,21,22
102515514.graph,17,17
8789.graph,18,19
44505436.graph,37,39
5394135.graph,21,22
65072.graph,13,12
16736468.graph,31,34
44487109.graph,38,41
248591.graph,25,29
54618423.graph,39,42
10022439.graph,26,28
50909885.graph,57,59
460.graph,9,9
5363240.graph,11,10
91859337.graph,49,52
54649754.graph,37,40
6918774.graph,34,38
92136188.graph,114,116
71464655.graph,20,20
5280371.graph,15,17
23685177.graph,36,39
12029800.graph,5,5
15199918.graph,28,27
7560.graph,12,12
54646290.graph,42,46
60189535.graph,28,31
44498998.graph,42,46
44497332.graph,43,45
44583935.graph,25,27
54638922.graph,30,33
22411865.graph,24,24
216322.graph,38,43
26248.graph,27,29
52927798.graph,59,59
5389291.graph,15,16
75249.graph,11,10
11617875.graph,28,30
5978.graph,60,68
13357.graph,8,7
54638161.graph,42,46
54649079.graph,30,31
54651296.graph,29,32
44490622.graph,40,43
5307705.graph,32,35
44629410.graph,26,28
6437380.graph,35,38
15604135.graph,25,27
21389.graph,26,29
4337313.graph,13,12
53493989.graph,31,34
72388.graph,20,21
91861808.graph,36,37
3245061.graph,20,21
54654021.graph,33,36
442761.graph,32,35
44495495.graph,31,32
60184838.graph,26,29
86289366.graph,32,35
91854154.graph,176,187
146672562.graph,157,169
54625139.graph,31,33
517344.graph,13,12
186920.graph,13,15
54615640.graph,51,54
54637759.graph,41,44
54646641.graph,36,40
91846734.graph,108,114
91854917.graph,90,95
16109787.graph,48,53
11054473.graph,19,21
14296.graph,10,10
19309.graph,9,9
44537751.graph,44,47
49843205.graph,51,54
621901.graph,20,22
3034022.graph,54,57
373878.graph,18,21
60189570.graph,31,34
44497377.graph,39,41
440083.graph,37,39
10037021.graph,15,14
54638967.graph,32,34
5478845.graph,16,15
54638124.graph,42,46
3822203.graph,18,18
44485517.graph,42,45
91853893.graph,150,161
242676.graph,21,23
108063.graph,11,13
9843750.graph,26,27
10261389.graph,11,10
16574.graph,26,27
9947841.graph,22,25
9955662.graph,33,36
171682.graph,25,25
86289323.graph,40,39
54651602.graph,29,31
54654064.graph,33,35
91851777.graph,117,126
54641314.graph,24,25
91849598.graph,138,147
6432172.graph,2,1
44616514.graph,44,47
146672527.graph,242,258
54632939.graph,30,31
9616977.graph,21,22
5460638.graph,3,2
46907667.graph,26,28
11388558.graph,24,25
29435.graph,11,11
135033706.graph,20,22
71443293.graph,23,24
2564901.graph,28,30
50899863.graph,28,32
122252.graph,21,23
10699688.graph,49,55
124202269.graph,21,22
8430.graph,20,19
164960.graph,28,31
54646604.graph,33,36
91853401.graph,139,149
440452.graph,28,29
54640351.graph,34,36
86290189.graph,40,42
6510959.graph,23,26
91860808.graph,32,33
246484.graph,23,26
139600847.graph,59,62
16759173.graph,30,31
90659892.graph,28,30
70698022.graph,34,38
52921659.graph,36,37
49852387.graph,11,11
52952437.graph,28,31
9475.graph,9,8
16193920.graph,34,38
54614640.graph,41,44
53356207.graph,26,27
54647641.graph,38,42
71581188.graph,43,42
91857222.graph,58,62
91852444.graph,57,61
54652531.graph,31,35
99474.graph,30,35
109865.graph,15,15
6508724.graph,33,34
44486624.graph,43,47
54647290.graph,29,32
54657786.graph,31,33
44493554.graph,34,36
241545.graph,21,23
46236356.graph,41,44
54639922.graph,28,30
3782987.graph,12,12
54631698.graph,35,37
54639161.graph,29,31
46224536.graph,79,85
10137150.graph,29,30
91845093.graph,226,244
44494044.graph,34,36
91855585.graph,139,150
362568.graph,47,53
54640780.graph,35,38
71298301.graph,75,80
441885.graph,74,82
44483801.graph,45,49
6903983.graph,22,23
57400365.graph,66,67
9548886.graph,24,23
17531.graph,21,22
676760.graph,14,15
4978.graph,39,46
649664.graph,21,23
133744.graph,32,32
91848598.graph,115,122
443724.graph,20,23
446142.graph,5,2
91855111.graph,122,130
54640314.graph,33,37
46947845.graph,33,36
877450.graph,20,21
54633939.graph,30,31
16070017.graph,15,15
122164859.graph,46,47
70680288.graph,65,67
5378823.graph,23,25
129626759.graph,45,50
91852401.graph,147,158
54647604.graph,36,40
444234.graph,5,5
54652574.graph,22,25
91847771.graph,78,83
91855952.graph,197,210
6433931.graph,21,23
69254.graph,10,10
25244408.graph,28,29
1384428.graph,26,29
6224026.graph,23,25
441083.graph,12,12
53356693.graph,43,48
246853.graph,22,23
54639967.graph,28,30
6950184.graph,9,8
44501538.graph,35,36
734306.graph,15,15
637144.graph,27,29
91885989.graph,31,34
123683.graph,29,32
51605.graph,22,23
5281419.graph,30,32
10447175.graph,21,20
663455.graph,29,34
44506028.graph,34,36
54639124.graph,29,31
46224573.graph,20,21
3192114.graph,35,38
44142063.graph,25,28
91848149.graph,30,31
11508377.graph,25,29
124202088.graph,25,27
145944474.graph,23,25
2364620.graph,21,21
44500308.graph,34,36
14670780.graph,6,6
3171721.graph,30,33
5353461.graph,24,23
5371578.graph,21,21
213331.graph,21,23
7020201.graph,16,15
85259.graph,19,19
44490814.graph,43,47
54669463.graph,29,32
44492321.graph,44,47
6432393.graph,8,8
54654285.graph,43,48
91849779.graph,50,52
445896.graph,18,18
11953897.graph,72,78
439811.graph,10,9
7010578.graph,13,12
54638714.graph,25,26
7438.graph,11,11
52928304.graph,57,57
14871.graph,19,18
91746300.graph,17,16
11954115.graph,24,28
146672317.graph,308,329
242497.graph,23,26
2893758.graph,20,22
82398.graph,24,25
91854721.graph,54,56
118867096.graph,28,30
86289513.graph,50,55
107828.graph,27,28
648817.graph,24,26
8200.graph,13,12
11285.graph,21,24
21158529.graph,13,12
442957.graph,18,21
91851904.graph,153,164
124079401.graph,44,45
54646034.graph,33,36
800668.graph,22,24
135512221.graph,21,23
6944015.graph,15,15
54615035.graph,45,48
60189305.graph,30,34
9906855.graph,25,27
145944431.graph,162,173
6999957.graph,12,11
138756208.graph,35,37
9967418.graph,24,27
57404333.graph,33,36
21628412.graph,34,38
58079278.graph,26,29
255846.graph,28,31
91856880.graph,148,158
25164038.graph,20,23
54649649.graph,34,36
86289187.graph,40,39
146672783.graph,183,195
54638751.graph,32,34
9581010.graph,30,32
439854.graph,13,14
132131.graph,36,38
1547926.graph,19,20
23421200.graph,16,16
11954150.graph,35,40
54638380.graph,36,39
146672352.graph,182,194
132282490.graph,32,32
135403646.graph,11,12
54649298.graph,34,35
91846947.graph,126,135
91851102.graph,208,222
442151.graph,28,30
86289556.graph,72,74
53241505.graph,27,29
440227.graph,15,14
91853274.graph,207,221
91856412.graph,102,108
54646071.graph,34,37
442912.graph,24,27
6476700.graph,50,49
6857704.graph,44,47
54615070.graph,44,47
122198195.graph,15,15
19539.graph,16,17
5288907.graph,27,28
4219491.graph,28,31
11152667.graph,25,27
2957910.graph,25,29
119794.graph,15,14
3131591.graph,28,30
25243728.graph,31,34
46906057.graph,34,36
185460.graph,34,37
5461008.graph,20,19
54614876.graph,41,43
54647877.graph,37,41
44489669.graph,37,39
91855721.graph,54,56
54640524.graph,30,32
91850147.graph,145,156
54650032.graph,22,24
2895248.graph,26,28
134716636.graph,16,17
56833858.graph,16,18
91847141.graph,48,51
54657522.graph,23,24
91857457.graph,56,59
3243304.graph,29,33
91850904.graph,84,90
4284720.graph,20,22
135922733.graph,112,121
10285.graph,11,12
1537038.graph,17,18
13878324.graph,27,29
124172.graph,27,29
53239770.graph,50,53
519309.graph,15,15
146170844.graph,20,21
71728408.graph,40,42
91847590.graph,66,69
91857086.graph,117,126
20849043.graph,8,7
1128.graph,6,6
15032.graph,25,28
134814701.graph,21,24
56605107.graph,24,25
101682087.graph,27,32
12522.graph,8,7
5281229.graph,44,45
64969.graph,12,12
9826308.graph,33,36
135398081.graph,31,34
137553827.graph,22,24
91850596.graph,58,62
53478492.graph,48,47
12831990.graph,43,48
70698286.graph,23,24
780354.graph,18,19
54639714.graph,33,36
118796865.graph,19,19
54631479.graph,43,46
135410865.graph,28,30
1077764.graph,28,30
54614833.graph,40,41
54639380.graph,30,32
44620108.graph,34,36
44617361.graph,40,42
54640561.graph,32,34
54650077.graph,29,32
443151.graph,30,32
54647832.graph,34,38
91847947.graph,222,238
15560547.graph,23,23
14035690.graph,17,18
23847175.graph,38,41
649011.graph,24,26
16219819.graph,43,43
70678561.graph,63,67
162246.graph,35,35
69421.graph,18,17
118987294.graph,60,61
6434217.graph,19,21
134716673.graph,27,32
24180642.graph,18,18
54650834.graph,30,33
53478845.graph,60,59
91847104.graph,85,90
54657567.graph,33,36
71297309.graph,139,150
3908773.graph,34,36
25094769.graph,19,19
17584476.graph,25,28
733820.graph,21,23
653559.graph,26,29
676913.graph,16,17
44140560.graph,36,39
53239735.graph,117,119
42607530.graph,26,27
13993178.graph,20,22
146170801.graph,16,17
45479326.graph,65,67
45266919.graph,22,25
44486014.graph,36,39
24790206.graph,25,27
6419536.graph,18,19
443580.graph,33,36
91857880.graph,70,75
70697869.graph,28,31
134160329.graph,32,31
3235398.graph,25,28
54639751.graph,25,26
775312.graph,19,20
4218803.graph,29,31
137553862.graph,25,26
46904098.graph,32,34
54619213.graph,37,40
44618274.graph,48,51
71728360.graph,21,20
83862.graph,23,25
44499885.graph,41,44
91852188.graph,142,153
16722128.graph,12,13
91848852.graph,85,90
54675782.graph,29,32
22022578.graph,7,6
44504206.graph,35,36
5283637.graph,29,32
102093872.graph,26,28
4865.graph,30,34
3536.graph,31,35
5281541.graph,18,19
66534.graph,24,26
73644.graph,67,74
45266677.graph,15,15
91858507.graph,83,89
11206471.graph,13,13
44494159.graph,27,29
53477950.graph,38,37
23663967.graph,32,35
54631785.graph,32,34
75651707.graph,31,31
20846113.graph,13,14
25200557.graph,15,14
121225493.graph,24,26
6781.graph,16,16
188297.graph,18,20
54633861.graph,26,27
16741281.graph,26,31
54631354.graph,41,45
86296.graph,17,18
86290094.graph,26,25
91860915.graph,171,184
54660860.graph,26,29
44494588.graph,40,42
91855049.graph,50,52
53262331.graph,33,34
71581095.graph,78,80
91847629.graph,118,126
91860156.graph,157,168
60190216.graph,30,34
60185166.graph,31,34
3235827.graph,20,22
54633022.graph,36,38
25244550.graph,16,15
114920.graph,22,25
24778570.graph,46,45
56208.graph,28,31
44511133.graph,41,46
22576.graph,21,23
